CASE,Y_proclSpeed_r,Y_proclDui_r,Y_proclRob_r,Y_proclKill_r,Y_proclProstitute_r,Y_proclRape_r,Y_proclZoo_r,Y_proclPublic_r,Y_proclPornChild_r,Y_proclPornChildDarknet_r,Y_proclChatChild_r,Y_proclGiftChild_r,Y_proclSexChild_r,Y_proclPornYp_r,Y_proclChatYp_r,Y_proclGiftYp_r,Y_proclSexYp_r
5096,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1
5163,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5211,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1
5286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5307,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5431,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5456,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5488,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5506,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5627,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5764,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
5772,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5782,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5835,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5903,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
6106,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6150,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6202,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
6224,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6360,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
6393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6401,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6503,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6653,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6660,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6790,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6819,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6829,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6846,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6848,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6908,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6910,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6961,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6982,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6991,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1
7015,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7023,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7036,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7077,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7081,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7101,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7246,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7257,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7298,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7308,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7313,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7364,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7404,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7452,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
7471,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7489,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7601,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7622,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
7632,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7660,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7678,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7705,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7735,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7736,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
7754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7757,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7769,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7856,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
7863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7895,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7896,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1
7956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8033,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8060,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8123,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8232,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
8250,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1
8269,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8493,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1
8514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8524,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8528,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8533,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8544,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1
8548,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8555,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8561,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8563,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8578,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8580,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8616,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8631,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8645,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8661,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8669,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8688,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8689,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
8697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8702,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8707,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8730,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8759,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8767,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8773,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8774,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8786,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8788,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8799,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8800,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8831,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8840,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8847,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8849,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8854,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8858,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8863,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8866,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8870,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8882,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8886,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8899,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8912,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8915,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8931,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8935,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8939,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8955,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8966,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8997,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9051,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9064,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9084,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9086,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9097,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9105,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9107,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9136,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
9142,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9147,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9150,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9162,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9167,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9179,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9185,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9189,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9190,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9198,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9202,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9208,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9229,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9231,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9234,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1
9237,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
9238,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9239,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9244,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9246,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9261,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9265,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9266,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9275,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9279,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9289,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9303,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9304,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9305,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9315,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9328,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9352,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9359,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9362,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9369,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
9373,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9374,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9384,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9388,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9422,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9433,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9434,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9451,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9455,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9465,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9466,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
9468,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9476,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9490,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9500,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9502,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9504,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9510,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9511,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9515,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9516,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
9518,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
9537,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9541,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9544,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9545,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1
9552,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9562,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
9590,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9591,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
9601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9640,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9643,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9656,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
9658,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9660,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9679,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9694,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9698,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9699,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
9713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9718,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9741,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9744,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9751,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9760,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9763,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9764,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9768,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9769,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9770,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9779,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9783,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9785,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
9792,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9794,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
9802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9814,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9842,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9863,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9869,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9884,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9886,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9890,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9897,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9900,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9909,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9918,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9923,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9925,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9930,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
9938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9948,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9950,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9975,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9979,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9984,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9995,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10001,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10006,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10011,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10040,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10045,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10048,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10057,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10062,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10075,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10090,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10113,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1
10115,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10129,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10137,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10140,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10162,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
10170,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10187,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10229,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10234,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10242,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10244,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10276,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10282,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10287,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10323,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10324,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10333,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
10334,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10351,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10358,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10375,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10397,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10410,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10412,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10413,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10437,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10438,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10444,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10451,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10461,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10466,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10470,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
